user_id,gender,age,artist,genre,interaction_date,play_count
245,Male,55-59,Bruno Mars,Pop,2022-02-15,11
245,Male,55-59,BTS,K-Pop,2022-09-05,8
245,Male,55-59,Kendrick Lamar,Hip-Hop,2023-04-02,4
245,Male,55-59,Queen,Rock,2024-09-03,2
245,Male,55-59,The Weeknd,R&B,2023-07-01,2
245,Male,55-59,Harry Styles,Pop,2023-05-23,3
245,Male,55-59,Taylor Swift,Pop,2023-10-30,5
245,Male,55-59,Bad Bunny,Reggaeton,2021-06-14,7
245,Male,55-59,Ariana Grande,Pop,2022-12-06,4
245,Male,55-59,Drake,Hip-Hop,2022-08-03,2
245,Male,55-59,Post Malone,Hip-Hop,2024-12-26,26
245,Male,55-59,Olivia Rodrigo,Pop,2024-06-29,1
245,Male,55-59,The Beatles,Rock,2020-05-12,17
245,Male,55-59,Doja Cat,Hip-Hop,2023-05-20,10
246,Female,15-19,Billie Eilish,Pop,2023-10-17,9
246,Female,15-19,Bad Bunny,Reggaeton,2022-10-30,19
246,Female,15-19,The Weeknd,R&B,2022-01-08,17
246,Female,15-19,Adele,Pop,2023-03-03,3
246,Female,15-19,Dua Lipa,Pop,2022-04-14,3
246,Female,15-19,Doja Cat,Hip-Hop,2022-02-28,5
246,Female,15-19,Olivia Rodrigo,Pop,2021-02-11,2
246,Female,15-19,Ariana Grande,Pop,2021-11-10,7
246,Female,15-19,Queen,Rock,2023-07-09,32
246,Female,15-19,Ed Sheeran,Pop,2020-08-24,3
246,Female,15-19,BTS,K-Pop,2021-12-27,32
246,Female,15-19,Kendrick Lamar,Hip-Hop,2022-04-09,7
247,Male,45-49,Bad Bunny,Reggaeton,2022-10-14,1
247,Male,45-49,Taylor Swift,Pop,2024-11-15,6
247,Male,45-49,Queen,Rock,2022-03-06,23
247,Male,45-49,Ariana Grande,Pop,2022-04-28,11
247,Male,45-49,Bruno Mars,Pop,2023-10-12,7
247,Male,45-49,Kendrick Lamar,Hip-Hop,2021-09-24,10
247,Male,45-49,Post Malone,Hip-Hop,2022-03-02,8
247,Male,45-49,Billie Eilish,Pop,2023-12-25,5
247,Male,45-49,The Beatles,Rock,2023-02-12,1
247,Male,45-49,Doja Cat,Hip-Hop,2022-06-17,31
247,Male,45-49,Ed Sheeran,Pop,2023-12-10,3
247,Male,45-49,The Weeknd,R&B,2022-09-08,19
247,Male,45-49,Eminem,Hip-Hop,2023-09-22,1
247,Male,45-49,Harry Styles,Pop,2024-12-15,6
248,Male,50-54,Justin Bieber,Pop,2021-11-14,4
248,Male,50-54,Bad Bunny,Reggaeton,2021-01-09,2
248,Male,50-54,Eminem,Hip-Hop,2020-02-04,7
248,Male,50-54,Drake,Hip-Hop,2020-02-22,84
248,Male,50-54,Taylor Swift,Pop,2022-03-01,17
248,Male,50-54,Dua Lipa,Pop,2024-09-07,13
248,Male,50-54,Queen,Rock,2024-03-25,7
248,Male,50-54,Harry Styles,Pop,2023-04-13,11
248,Male,50-54,The Beatles,Rock,2022-01-15,9
249,Male,20-24,Bruno Mars,Pop,2021-03-29,19
249,Male,20-24,Adele,Pop,2021-08-17,14
249,Male,20-24,Justin Bieber,Pop,2020-01-21,2
249,Male,20-24,Kendrick Lamar,Hip-Hop,2023-06-05,5
249,Male,20-24,Queen,Rock,2021-02-17,13
249,Male,20-24,Bad Bunny,Reggaeton,2024-12-23,8
249,Male,20-24,Taylor Swift,Pop,2024-12-19,1
249,Male,20-24,The Beatles,Rock,2023-11-21,8
249,Male,20-24,Harry Styles,Pop,2022-09-04,9
250,Female,20-24,Eminem,Hip-Hop,2023-11-15,27
250,Female,20-24,Olivia Rodrigo,Pop,2023-11-19,14
250,Female,20-24,Doja Cat,Hip-Hop,2022-10-17,2
250,Female,20-24,Kendrick Lamar,Hip-Hop,2022-04-23,12
250,Female,20-24,The Weeknd,R&B,2022-10-05,7
250,Female,20-24,Justin Bieber,Pop,2024-04-02,7
250,Female,20-24,Dua Lipa,Pop,2024-06-09,22
251,Male,35-39,Bad Bunny,Reggaeton,2024-09-28,3
251,Male,35-39,Post Malone,Hip-Hop,2021-01-12,17
251,Male,35-39,Bruno Mars,Pop,2024-04-10,14
251,Male,35-39,Queen,Rock,2022-02-12,1
251,Male,35-39,Kendrick Lamar,Hip-Hop,2023-01-03,6
251,Male,35-39,Dua Lipa,Pop,2020-01-03,2
251,Male,35-39,Justin Bieber,Pop,2024-10-30,4
251,Male,35-39,Taylor Swift,Pop,2020-10-01,17
251,Male,35-39,BTS,K-Pop,2024-02-17,36
251,Male,35-39,Olivia Rodrigo,Pop,2020-11-24,18
251,Male,35-39,Drake,Hip-Hop,2024-05-26,20
251,Male,35-39,Ariana Grande,Pop,2024-04-22,1
251,Male,35-39,Doja Cat,Hip-Hop,2023-08-14,2
252,Male,50-54,Doja Cat,Hip-Hop,2024-04-01,17
252,Male,50-54,Taylor Swift,Pop,2023-05-09,10
252,Male,50-54,The Beatles,Rock,2022-12-18,1
252,Male,50-54,Bruno Mars,Pop,2020-05-13,13
252,Male,50-54,Queen,Rock,2024-09-12,2
252,Male,50-54,Harry Styles,Pop,2022-04-04,3
252,Male,50-54,The Weeknd,R&B,2021-09-20,24
252,Male,50-54,Eminem,Hip-Hop,2023-12-09,28
252,Male,50-54,BTS,K-Pop,2020-07-28,5
252,Male,50-54,Post Malone,Hip-Hop,2024-11-15,8
253,Male,15-19,BTS,K-Pop,2023-09-25,7
253,Male,15-19,The Weeknd,R&B,2024-04-29,5
253,Male,15-19,Harry Styles,Pop,2023-07-12,7
253,Male,15-19,Olivia Rodrigo,Pop,2020-01-01,111
253,Male,15-19,Taylor Swift,Pop,2022-10-16,12
253,Male,15-19,Ariana Grande,Pop,2024-08-26,2
253,Male,15-19,Queen,Rock,2023-09-06,44
253,Male,15-19,Doja Cat,Hip-Hop,2021-10-05,3
253,Male,15-19,Eminem,Hip-Hop,2021-09-17,13
253,Male,15-19,Bad Bunny,Reggaeton,2023-05-10,14
253,Male,15-19,Ed Sheeran,Pop,2022-09-21,48
253,Male,15-19,Bruno Mars,Pop,2021-12-08,15
253,Male,15-19,Adele,Pop,2024-03-01,29
253,Male,15-19,Kendrick Lamar,Hip-Hop,2023-03-11,2
253,Male,15-19,Post Malone,Hip-Hop,2021-12-22,8
254,Female,15-19,Taylor Swift,Pop,2022-08-18,1
254,Female,15-19,Ed Sheeran,Pop,2024-11-10,29
254,Female,15-19,Queen,Rock,2023-07-25,15
254,Female,15-19,BTS,K-Pop,2021-09-03,34
254,Female,15-19,Bruno Mars,Pop,2022-11-21,16
254,Female,15-19,Doja Cat,Hip-Hop,2020-12-01,2
254,Female,15-19,Harry Styles,Pop,2020-03-16,20
254,Female,15-19,The Weeknd,R&B,2020-11-11,2
254,Female,15-19,Eminem,Hip-Hop,2024-07-21,22
254,Female,15-19,The Beatles,Rock,2024-09-14,5
254,Female,15-19,Adele,Pop,2022-12-30,8
254,Female,15-19,Bad Bunny,Reggaeton,2022-08-26,100
255,Female,55-59,Kendrick Lamar,Hip-Hop,2024-04-21,17
255,Female,55-59,Ariana Grande,Pop,2024-03-23,27
255,Female,55-59,Drake,Hip-Hop,2023-01-11,3
255,Female,55-59,Adele,Pop,2022-07-22,14
255,Female,55-59,Post Malone,Hip-Hop,2024-01-24,11
255,Female,55-59,BTS,K-Pop,2020-08-02,1
255,Female,55-59,Taylor Swift,Pop,2024-12-29,6
255,Female,55-59,Dua Lipa,Pop,2020-12-09,4
255,Female,55-59,Queen,Rock,2020-02-03,1
255,Female,55-59,Bruno Mars,Pop,2023-01-30,32
256,Female,30-34,Ariana Grande,Pop,2023-08-23,6
256,Female,30-34,The Weeknd,R&B,2024-05-30,5
256,Female,30-34,Justin Bieber,Pop,2022-09-24,16
256,Female,30-34,Taylor Swift,Pop,2022-01-31,8
256,Female,30-34,Dua Lipa,Pop,2022-04-09,9
256,Female,30-34,Kendrick Lamar,Hip-Hop,2024-06-07,15
256,Female,30-34,Bad Bunny,Reggaeton,2021-04-08,6
256,Female,30-34,BTS,K-Pop,2021-11-08,7
256,Female,30-34,Doja Cat,Hip-Hop,2021-11-28,6
256,Female,30-34,Ed Sheeran,Pop,2022-09-20,37
257,Male,25-29,Olivia Rodrigo,Pop,2022-11-19,3
257,Male,25-29,The Weeknd,R&B,2021-04-17,5
257,Male,25-29,Post Malone,Hip-Hop,2021-07-10,16
257,Male,25-29,Bad Bunny,Reggaeton,2021-08-12,10
257,Male,25-29,BTS,K-Pop,2022-12-12,2
257,Male,25-29,Ed Sheeran,Pop,2022-12-27,3
257,Male,25-29,Drake,Hip-Hop,2021-01-20,8
257,Male,25-29,Kendrick Lamar,Hip-Hop,2020-09-05,1
257,Male,25-29,Ariana Grande,Pop,2022-12-06,57
257,Male,25-29,Dua Lipa,Pop,2022-03-04,8
258,Female,40-44,Bad Bunny,Reggaeton,2021-09-17,9
258,Female,40-44,Bruno Mars,Pop,2020-03-15,4
258,Female,40-44,The Beatles,Rock,2020-01-15,25
258,Female,40-44,Eminem,Hip-Hop,2023-06-08,9
258,Female,40-44,Olivia Rodrigo,Pop,2023-10-09,14
258,Female,40-44,Doja Cat,Hip-Hop,2020-02-04,11
258,Female,40-44,Queen,Rock,2022-06-13,1
258,Female,40-44,Harry Styles,Pop,2021-04-15,1
259,Female,60-64,Harry Styles,Pop,2022-05-13,16
259,Female,60-64,BTS,K-Pop,2021-07-01,2
259,Female,60-64,Billie Eilish,Pop,2023-01-11,11
259,Female,60-64,Ed Sheeran,Pop,2024-04-28,6
259,Female,60-64,Justin Bieber,Pop,2023-08-18,16
259,Female,60-64,Adele,Pop,2022-08-12,36
259,Female,60-64,Post Malone,Hip-Hop,2023-02-17,8
260,Female,45-49,BTS,K-Pop,2022-04-11,5
260,Female,45-49,Queen,Rock,2022-03-04,13
260,Female,45-49,Adele,Pop,2023-05-28,8
260,Female,45-49,Billie Eilish,Pop,2024-10-13,3
260,Female,45-49,Taylor Swift,Pop,2023-08-02,2
260,Female,45-49,Kendrick Lamar,Hip-Hop,2020-03-21,7
260,Female,45-49,Ariana Grande,Pop,2020-04-17,22
260,Female,45-49,Drake,Hip-Hop,2020-10-28,4
260,Female,45-49,Eminem,Hip-Hop,2020-07-18,71
260,Female,45-49,Dua Lipa,Pop,2020-11-02,5
261,Male,20-24,Olivia Rodrigo,Pop,2023-08-22,6
261,Male,20-24,BTS,K-Pop,2024-08-03,4
261,Male,20-24,Dua Lipa,Pop,2023-07-19,4
261,Male,20-24,Bad Bunny,Reggaeton,2021-07-31,22
261,Male,20-24,Justin Bieber,Pop,2022-09-21,16
261,Male,20-24,Doja Cat,Hip-Hop,2020-01-14,12
261,Male,20-24,The Beatles,Rock,2020-05-11,23
261,Male,20-24,Taylor Swift,Pop,2021-10-04,5
262,Male,60-64,Eminem,Hip-Hop,2022-05-27,1
262,Male,60-64,Queen,Rock,2021-03-22,6
262,Male,60-64,Olivia Rodrigo,Pop,2022-02-23,11
262,Male,60-64,Billie Eilish,Pop,2021-12-22,2
262,Male,60-64,Dua Lipa,Pop,2020-04-25,2
263,Female,50-54,Bruno Mars,Pop,2023-12-18,3
263,Female,50-54,Eminem,Hip-Hop,2024-02-08,9
263,Female,50-54,BTS,K-Pop,2023-11-07,10
263,Female,50-54,Bad Bunny,Reggaeton,2022-01-20,13
263,Female,50-54,The Beatles,Rock,2024-01-25,7
263,Female,50-54,The Weeknd,R&B,2020-02-25,27
263,Female,50-54,Justin Bieber,Pop,2024-05-25,38
263,Female,50-54,Billie Eilish,Pop,2021-12-22,18
263,Female,50-54,Post Malone,Hip-Hop,2020-02-10,13
263,Female,50-54,Taylor Swift,Pop,2024-02-16,1
263,Female,50-54,Kendrick Lamar,Hip-Hop,2022-05-05,76
264,Male,55-59,The Weeknd,R&B,2022-03-16,5
264,Male,55-59,Taylor Swift,Pop,2020-01-28,1
264,Male,55-59,Bruno Mars,Pop,2021-04-13,1
264,Male,55-59,Ariana Grande,Pop,2021-06-30,3
264,Male,55-59,BTS,K-Pop,2023-11-25,1
264,Male,55-59,Doja Cat,Hip-Hop,2024-01-29,6
264,Male,55-59,Post Malone,Hip-Hop,2024-08-02,2
264,Male,55-59,Kendrick Lamar,Hip-Hop,2024-11-18,12
265,Female,25-29,Drake,Hip-Hop,2023-11-02,1
265,Female,25-29,Justin Bieber,Pop,2021-09-18,1
265,Female,25-29,Eminem,Hip-Hop,2022-11-28,2
265,Female,25-29,Queen,Rock,2021-01-08,1
265,Female,25-29,BTS,K-Pop,2023-06-09,9
266,Female,55-59,Harry Styles,Pop,2021-09-18,3
266,Female,55-59,The Weeknd,R&B,2023-12-29,13
266,Female,55-59,Post Malone,Hip-Hop,2024-05-05,1
266,Female,55-59,Olivia Rodrigo,Pop,2023-10-17,11
266,Female,55-59,Eminem,Hip-Hop,2021-08-06,12
266,Female,55-59,BTS,K-Pop,2020-05-18,6
266,Female,55-59,Adele,Pop,2020-09-09,27
266,Female,55-59,Justin Bieber,Pop,2023-12-30,17
266,Female,55-59,The Beatles,Rock,2023-01-05,8
266,Female,55-59,Taylor Swift,Pop,2020-03-02,2
266,Female,55-59,Billie Eilish,Pop,2022-01-10,12
267,Male,15-19,BTS,K-Pop,2023-07-23,26
267,Male,15-19,The Beatles,Rock,2022-03-05,1
267,Male,15-19,Drake,Hip-Hop,2020-06-23,8
267,Male,15-19,Olivia Rodrigo,Pop,2021-03-03,30
267,Male,15-19,Dua Lipa,Pop,2023-01-11,6
267,Male,15-19,Bruno Mars,Pop,2023-07-28,2
267,Male,15-19,Justin Bieber,Pop,2024-12-23,1
267,Male,15-19,Kendrick Lamar,Hip-Hop,2022-03-22,1
268,Male,15-19,Ariana Grande,Pop,2022-01-28,3
268,Male,15-19,Queen,Rock,2021-12-15,7
268,Male,15-19,Harry Styles,Pop,2022-01-28,103
268,Male,15-19,Olivia Rodrigo,Pop,2022-04-18,9
268,Male,15-19,Doja Cat,Hip-Hop,2020-01-16,4
268,Male,15-19,Bruno Mars,Pop,2023-09-11,11
268,Male,15-19,Justin Bieber,Pop,2020-05-27,8
268,Male,15-19,Taylor Swift,Pop,2020-04-14,7
268,Male,15-19,Bad Bunny,Reggaeton,2024-02-06,4
268,Male,15-19,Adele,Pop,2023-05-28,4
268,Male,15-19,Ed Sheeran,Pop,2022-04-30,1
268,Male,15-19,The Beatles,Rock,2021-09-19,7
268,Male,15-19,BTS,K-Pop,2023-08-21,16
268,Male,15-19,Billie Eilish,Pop,2020-12-13,4
268,Male,15-19,Post Malone,Hip-Hop,2023-06-17,21
269,Male,40-44,BTS,K-Pop,2023-06-24,21
269,Male,40-44,Ed Sheeran,Pop,2022-11-25,4
269,Male,40-44,Bad Bunny,Reggaeton,2024-06-25,2
269,Male,40-44,Eminem,Hip-Hop,2024-12-03,8
269,Male,40-44,Kendrick Lamar,Hip-Hop,2024-03-14,16
269,Male,40-44,Post Malone,Hip-Hop,2022-08-20,13
269,Male,40-44,Bruno Mars,Pop,2020-11-12,3
269,Male,40-44,Ariana Grande,Pop,2024-06-01,5
269,Male,40-44,Justin Bieber,Pop,2024-02-29,1
269,Male,40-44,Queen,Rock,2024-10-14,3
269,Male,40-44,Drake,Hip-Hop,2024-04-24,4
269,Male,40-44,Olivia Rodrigo,Pop,2022-03-02,2
269,Male,40-44,The Weeknd,R&B,2023-07-02,1
269,Male,40-44,Billie Eilish,Pop,2020-02-02,6
270,Female,35-39,BTS,K-Pop,2022-04-30,3
270,Female,35-39,Ariana Grande,Pop,2020-04-20,8
270,Female,35-39,Eminem,Hip-Hop,2020-11-09,3
270,Female,35-39,Ed Sheeran,Pop,2021-08-28,1
270,Female,35-39,Billie Eilish,Pop,2023-04-02,7
270,Female,35-39,Drake,Hip-Hop,2022-04-11,12
270,Female,35-39,Dua Lipa,Pop,2023-05-01,182
270,Female,35-39,Harry Styles,Pop,2022-12-14,3
270,Female,35-39,Doja Cat,Hip-Hop,2023-12-03,19
270,Female,35-39,Kendrick Lamar,Hip-Hop,2021-05-22,3
270,Female,35-39,Olivia Rodrigo,Pop,2022-06-04,20
271,Male,35-39,The Beatles,Rock,2023-08-10,1
271,Male,35-39,Post Malone,Hip-Hop,2024-11-25,5
271,Male,35-39,Billie Eilish,Pop,2021-08-31,9
271,Male,35-39,BTS,K-Pop,2024-07-01,1
271,Male,35-39,Ed Sheeran,Pop,2022-03-21,9
271,Male,35-39,Queen,Rock,2023-03-26,1
271,Male,35-39,Dua Lipa,Pop,2024-08-16,7
271,Male,35-39,Taylor Swift,Pop,2023-05-22,11
271,Male,35-39,Adele,Pop,2022-01-14,18
271,Male,35-39,Justin Bieber,Pop,2023-05-21,5
271,Male,35-39,Bruno Mars,Pop,2021-11-30,9
271,Male,35-39,Ariana Grande,Pop,2020-08-18,1
271,Male,35-39,Kendrick Lamar,Hip-Hop,2023-05-09,11
271,Male,35-39,Doja Cat,Hip-Hop,2024-02-24,6
272,Other,35-39,Drake,Hip-Hop,2024-07-17,29
272,Other,35-39,Olivia Rodrigo,Pop,2020-10-29,41
272,Other,35-39,Justin Bieber,Pop,2024-08-31,30
272,Other,35-39,Billie Eilish,Pop,2021-09-12,13
272,Other,35-39,Eminem,Hip-Hop,2023-05-01,14
272,Other,35-39,Kendrick Lamar,Hip-Hop,2022-11-25,9
272,Other,35-39,Adele,Pop,2021-07-10,6
272,Other,35-39,BTS,K-Pop,2021-12-19,4
273,Male,25-29,Harry Styles,Pop,2020-12-01,9
273,Male,25-29,Taylor Swift,Pop,2023-03-31,4
273,Male,25-29,Bruno Mars,Pop,2023-05-22,65
273,Male,25-29,BTS,K-Pop,2021-02-26,1
273,Male,25-29,Justin Bieber,Pop,2024-04-10,3
273,Male,25-29,Adele,Pop,2021-09-25,1
273,Male,25-29,Bad Bunny,Reggaeton,2023-06-07,4
273,Male,25-29,Ed Sheeran,Pop,2023-08-28,1
274,Other,20-24,BTS,K-Pop,2023-12-07,24
274,Other,20-24,Drake,Hip-Hop,2020-07-09,2
274,Other,20-24,Taylor Swift,Pop,2022-07-21,9
274,Other,20-24,Billie Eilish,Pop,2023-04-05,11
274,Other,20-24,Post Malone,Hip-Hop,2020-06-16,7
274,Other,20-24,Harry Styles,Pop,2023-02-08,4
274,Other,20-24,The Beatles,Rock,2022-01-13,2
274,Other,20-24,Eminem,Hip-Hop,2023-08-06,23
274,Other,20-24,Bruno Mars,Pop,2022-08-31,4
274,Other,20-24,Adele,Pop,2024-09-15,22
274,Other,20-24,Ariana Grande,Pop,2020-07-03,9
274,Other,20-24,Kendrick Lamar,Hip-Hop,2024-03-10,11
275,Male,15-19,The Weeknd,R&B,2023-08-14,3
275,Male,15-19,Queen,Rock,2024-02-07,35
275,Male,15-19,Justin Bieber,Pop,2022-04-26,15
275,Male,15-19,Post Malone,Hip-Hop,2023-03-19,39
275,Male,15-19,Bad Bunny,Reggaeton,2024-02-20,7
275,Male,15-19,Drake,Hip-Hop,2022-04-15,27
275,Male,15-19,Dua Lipa,Pop,2022-01-24,11
275,Male,15-19,Ed Sheeran,Pop,2021-01-01,7
275,Male,15-19,Harry Styles,Pop,2022-12-19,3
275,Male,15-19,Kendrick Lamar,Hip-Hop,2022-10-02,16
275,Male,15-19,Billie Eilish,Pop,2024-05-09,18
275,Male,15-19,BTS,K-Pop,2022-10-19,4
275,Male,15-19,Doja Cat,Hip-Hop,2020-11-06,8
275,Male,15-19,Adele,Pop,2023-12-23,4
276,Female,15-19,Eminem,Hip-Hop,2023-01-27,11
276,Female,15-19,Bruno Mars,Pop,2022-10-09,3
276,Female,15-19,Ed Sheeran,Pop,2022-11-19,8
276,Female,15-19,The Beatles,Rock,2024-01-07,8
276,Female,15-19,BTS,K-Pop,2022-11-10,4
276,Female,15-19,Drake,Hip-Hop,2021-03-16,3
276,Female,15-19,Bad Bunny,Reggaeton,2022-06-05,5
276,Female,15-19,Ariana Grande,Pop,2023-05-11,2
276,Female,15-19,Adele,Pop,2024-02-28,7
276,Female,15-19,Kendrick Lamar,Hip-Hop,2021-01-19,17
276,Female,15-19,Post Malone,Hip-Hop,2020-11-09,15
276,Female,15-19,The Weeknd,R&B,2020-01-23,12
276,Female,15-19,Justin Bieber,Pop,2024-11-16,6
277,Female,40-44,Dua Lipa,Pop,2024-12-18,5
277,Female,40-44,The Weeknd,R&B,2024-12-12,23
277,Female,40-44,Post Malone,Hip-Hop,2023-06-28,3
277,Female,40-44,Bruno Mars,Pop,2020-10-20,2
277,Female,40-44,Billie Eilish,Pop,2023-08-28,4
277,Female,40-44,Eminem,Hip-Hop,2022-03-24,3
277,Female,40-44,Doja Cat,Hip-Hop,2023-06-13,55
278,Male,45-49,Doja Cat,Hip-Hop,2020-09-18,3
278,Male,45-49,Bad Bunny,Reggaeton,2021-11-28,55
278,Male,45-49,Bruno Mars,Pop,2023-05-09,28
278,Male,45-49,The Beatles,Rock,2024-10-21,11
278,Male,45-49,Queen,Rock,2020-10-12,15
278,Male,45-49,Ariana Grande,Pop,2024-04-20,3
278,Male,45-49,The Weeknd,R&B,2022-04-19,9
278,Male,45-49,BTS,K-Pop,2021-12-05,4
278,Male,45-49,Adele,Pop,2023-09-18,4
278,Male,45-49,Post Malone,Hip-Hop,2020-02-12,12
279,Male,60-64,Queen,Rock,2023-12-13,5
279,Male,60-64,Taylor Swift,Pop,2020-09-20,1
279,Male,60-64,Ed Sheeran,Pop,2024-02-04,2
279,Male,60-64,Eminem,Hip-Hop,2024-10-15,19
279,Male,60-64,The Weeknd,R&B,2021-07-29,11
279,Male,60-64,Olivia Rodrigo,Pop,2021-03-06,107
279,Male,60-64,Post Malone,Hip-Hop,2022-02-06,5
279,Male,60-64,Harry Styles,Pop,2023-07-05,1
279,Male,60-64,Adele,Pop,2020-08-31,3
279,Male,60-64,Drake,Hip-Hop,2024-08-17,6
280,Female,50-54,Billie Eilish,Pop,2022-04-16,12
280,Female,50-54,Eminem,Hip-Hop,2024-05-28,1
280,Female,50-54,Justin Bieber,Pop,2022-01-20,2
280,Female,50-54,Olivia Rodrigo,Pop,2023-02-08,7
280,Female,50-54,Ariana Grande,Pop,2021-11-22,19
280,Female,50-54,Kendrick Lamar,Hip-Hop,2020-01-24,8
280,Female,50-54,Bad Bunny,Reggaeton,2022-11-15,1
280,Female,50-54,Queen,Rock,2023-11-02,15
280,Female,50-54,Bruno Mars,Pop,2021-06-05,12
280,Female,50-54,The Weeknd,R&B,2024-07-05,8
280,Female,50-54,Post Malone,Hip-Hop,2021-12-17,42
280,Female,50-54,Dua Lipa,Pop,2023-05-10,46
280,Female,50-54,Harry Styles,Pop,2023-06-25,2
281,Male,50-54,Bad Bunny,Reggaeton,2022-05-20,13
281,Male,50-54,Ed Sheeran,Pop,2023-09-27,7
281,Male,50-54,Billie Eilish,Pop,2023-12-23,1
281,Male,50-54,The Beatles,Rock,2024-08-08,4
281,Male,50-54,The Weeknd,R&B,2020-09-01,14
281,Male,50-54,Post Malone,Hip-Hop,2022-01-26,4
281,Male,50-54,Ariana Grande,Pop,2021-05-30,4
281,Male,50-54,Justin Bieber,Pop,2021-04-18,10
281,Male,50-54,Queen,Rock,2022-12-21,6
281,Male,50-54,Doja Cat,Hip-Hop,2022-12-28,6
282,Female,50-54,Post Malone,Hip-Hop,2023-05-01,16
282,Female,50-54,Billie Eilish,Pop,2021-09-09,2
282,Female,50-54,The Beatles,Rock,2024-07-16,20
282,Female,50-54,Drake,Hip-Hop,2020-08-03,7
282,Female,50-54,Adele,Pop,2021-07-05,1
282,Female,50-54,Doja Cat,Hip-Hop,2020-07-11,1
282,Female,50-54,Bruno Mars,Pop,2024-07-30,11
283,Male,30-34,Doja Cat,Hip-Hop,2020-06-17,2
283,Male,30-34,Dua Lipa,Pop,2020-02-11,1
283,Male,30-34,The Weeknd,R&B,2020-07-20,8
283,Male,30-34,Olivia Rodrigo,Pop,2021-03-24,53
283,Male,30-34,Justin Bieber,Pop,2022-07-01,15
283,Male,30-34,Post Malone,Hip-Hop,2024-11-08,2
283,Male,30-34,Kendrick Lamar,Hip-Hop,2021-06-14,12
283,Male,30-34,Bad Bunny,Reggaeton,2022-05-21,26
283,Male,30-34,The Beatles,Rock,2020-07-31,2
284,Male,60-64,Post Malone,Hip-Hop,2023-10-05,1
284,Male,60-64,BTS,K-Pop,2021-11-18,5
284,Male,60-64,Bad Bunny,Reggaeton,2021-03-01,16
284,Male,60-64,Drake,Hip-Hop,2020-02-15,14
284,Male,60-64,Doja Cat,Hip-Hop,2024-07-24,7
284,Male,60-64,Bruno Mars,Pop,2022-10-29,13
284,Male,60-64,Eminem,Hip-Hop,2022-03-20,20
284,Male,60-64,Ed Sheeran,Pop,2021-05-20,19
284,Male,60-64,The Weeknd,R&B,2023-09-14,2
285,Male,35-39,Drake,Hip-Hop,2023-06-24,26
285,Male,35-39,Doja Cat,Hip-Hop,2024-07-01,5
285,Male,35-39,Justin Bieber,Pop,2023-09-21,4
285,Male,35-39,Kendrick Lamar,Hip-Hop,2024-07-26,11
285,Male,35-39,Ariana Grande,Pop,2021-05-20,29
285,Male,35-39,Dua Lipa,Pop,2022-07-21,2
285,Male,35-39,Eminem,Hip-Hop,2024-01-02,3
285,Male,35-39,Ed Sheeran,Pop,2024-11-07,18
285,Male,35-39,Adele,Pop,2020-04-26,8
286,Other,65-70,Billie Eilish,Pop,2023-11-29,1
286,Other,65-70,Bruno Mars,Pop,2021-02-02,8
286,Other,65-70,Olivia Rodrigo,Pop,2022-07-30,1
286,Other,65-70,BTS,K-Pop,2021-06-11,3
286,Other,65-70,Doja Cat,Hip-Hop,2023-11-22,7
286,Other,65-70,Harry Styles,Pop,2024-07-27,11
286,Other,65-70,Adele,Pop,2020-12-25,5
286,Other,65-70,Taylor Swift,Pop,2023-02-26,63
286,Other,65-70,The Weeknd,R&B,2024-09-28,8
286,Other,65-70,Justin Bieber,Pop,2023-05-30,30
286,Other,65-70,Dua Lipa,Pop,2023-08-19,23
286,Other,65-70,Eminem,Hip-Hop,2024-12-10,24
287,Female,15-19,Bruno Mars,Pop,2021-04-20,7
287,Female,15-19,Justin Bieber,Pop,2024-03-14,2
287,Female,15-19,Eminem,Hip-Hop,2023-01-08,8
287,Female,15-19,Kendrick Lamar,Hip-Hop,2023-08-22,37
287,Female,15-19,Ed Sheeran,Pop,2023-03-04,8
287,Female,15-19,Post Malone,Hip-Hop,2022-09-20,3
288,Male,35-39,Taylor Swift,Pop,2021-03-21,17
288,Male,35-39,BTS,K-Pop,2024-03-09,4
288,Male,35-39,Kendrick Lamar,Hip-Hop,2022-08-01,4
288,Male,35-39,Harry Styles,Pop,2022-01-17,21
288,Male,35-39,Olivia Rodrigo,Pop,2023-08-29,4
288,Male,35-39,Post Malone,Hip-Hop,2024-10-17,5
288,Male,35-39,Dua Lipa,Pop,2020-06-28,11
288,Male,35-39,Doja Cat,Hip-Hop,2024-07-09,55
288,Male,35-39,Queen,Rock,2020-10-23,1
288,Male,35-39,The Beatles,Rock,2021-09-11,7
288,Male,35-39,Ed Sheeran,Pop,2022-08-14,13
288,Male,35-39,Bruno Mars,Pop,2021-03-14,9
288,Male,35-39,Drake,Hip-Hop,2024-01-29,9
288,Male,35-39,Bad Bunny,Reggaeton,2023-02-12,6
289,Female,25-29,BTS,K-Pop,2023-02-25,14
289,Female,25-29,Billie Eilish,Pop,2020-02-01,1
289,Female,25-29,Harry Styles,Pop,2024-04-20,21
289,Female,25-29,The Weeknd,R&B,2021-02-19,9
289,Female,25-29,Kendrick Lamar,Hip-Hop,2020-11-26,8
289,Female,25-29,Dua Lipa,Pop,2021-11-19,7
290,Female,20-24,The Weeknd,R&B,2020-07-12,24
290,Female,20-24,Ed Sheeran,Pop,2021-06-13,5
290,Female,20-24,Billie Eilish,Pop,2024-01-13,31
